FIPS,city,name,State,area_land,pop_white,pop_black,pop_native,pop_asian,pop_hawaiian,pop_other_race,pop_two_races,average_household_size,pop_over_25,educ_less_hs,educ_hs,educ_some_college,educ_ba,educ_ma,educ_prof_school,educ_doctorate,hs_droput,hs_enrolled,pop_16_over,labor_force,unemployed,not_in_labor_force,total_employed,total_households,income_less_10000,"income_$10,000_$14,999","income $15,000 to $19,999","income $20,000 to $24,999","income $25,000 to $29,999","income $30,000 to $34,999","income$35,000 to $39,999","income $40,000 to $44,999","income$45,000 to $49,999","income $50,000 to $59,999","income $60,000 to $74,999","income $75,000 to $99,999","income $100,000 to $124,999","income $125,000 to $149,999","income  $150,000 to $199,999","income $200,000 or More",median_household_income,median_income_black,median_income_black,median_income_asian,median_income_pacific_island,median_income_other_race,median_income_two_races,median_income_hispanic,median_income_white,per_capita_income,gini_index,Owner Occupied Housing Units,owner_housing_white,owner_housing_non_white,Median Gross Rent,avg_rent,paying_30_home,paying_at_least_50,avg_commute,poverty_overall,poverty_male,poverty_female
28620,Kill Devil Hills,"Kill Devil Hills, NC Micro Area",NC,774.0010039,35343,2329,142,228,0,789,1029,2.28,29954,2602,7478,10769,5942,2372,445,346,32,1392,33212,20803,1088,12409,19614,17072,690,780,679,826,1015,880,806,985,813,1769,1824,2394,1247,837,718,809,56123,26345,,,,54444,37094,41042,59053,32014,0.4346,12120,11169,951,1044,974.6970921,3669,1517,22,3792,1777,2015
28660,Killeen-Temple,"Killeen-Temple, TX Metro Area",TX,2816.328947,289698,92031,3104,11865,3077,13320,25170,2.75,268518,26475,70832,110158,40466,15544,3050,1993,925,22690,332305,212366,14668,119939,171274,150293,9550,6056,6463,7736,8460,7564,7402,8008,7673,14284,17254,20513,12119,7335,5432,4444,53953,48650,55500,50596,48281,46703,43658,46761,59865,25259,0.4283,84069,53418,30651,909,916.3792583,16594,6106,22,56397,24784,31613
28700,Kingsport-Bristol-Bristol,"Kingsport-Bristol-Bristol, TN-VA Metro Area",TN,2010.338371,291000,5988,382,1557,204,1818,5445,2.34,222976,32998,80128,63956,28719,12161,2929,2085,401,13403,253464,136037,8473,117427,127446,128069,10722,8409,8451,9123,8320,7790,7591,6582,5513,10393,12798,13467,7686,4135,3966,3123,42579,27746,43750,82689,,36389,33558,24439,43073,25569,0.4682,92879,90392,2487,647,589.5936346,15698,5880,23,51738,23448,28290
28740,Kingston,"Kingston, NY Metro Area",NY,1124.236029,152289,10615,368,3452,131,4969,7479,2.41,129932,12295,38655,37135,23201,14193,2498,1955,242,8829,150935,92559,5723,58376,86733,69539,3459,3748,3248,3136,3220,3123,3007,2666,2469,5082,7410,8659,6556,4532,4826,4398,63348,32085,,64554,,38423,52411,47837,66386,33879,0.462,47815,43563,4252,1086,1066.22169,14347,6314,28,23840,10743,13097
28780,Kingsville,"Kingsville, TX Micro Area",TX,2339.759115,28133,1025,72,696,0,1317,777,2.7,17676,3872,4437,5052,3010,1037,90,178,232,2471,25166,15244,1325,9922,13431,11155,1672,673,743,742,447,494,591,605,595,675,795,1188,842,407,399,287,41778,,,2499,,24511,42222,39122,56544,21871,0.4947,5760,1775,3985,820,761.1121409,889,271,19,7769,3486,4283
28820,Kinston,"Kinston, NC Micro Area",NC,399.0867973,31475,22536,171,266,18,717,2044,2.42,39815,7800,12800,13430,3964,1372,193,256,131,2663,45879,26735,3274,19144,23378,23121,1952,2002,1959,1825,1177,1635,1426,1046,1041,1944,2273,2214,1198,640,438,351,38387,29963,,,,27143,34133,31044,48859,22361,0.4653,13739,9067,4672,724,678.416116,3174,1237,22,12844,5455,7389
28860,Kirksville,"Kirksville, MO Micro Area",MO,874.6289419,27483,893,52,608,63,71,657,2.43,16460,1688,6217,4155,2155,1398,175,672,98,2798,24826,13586,830,11240,12723,11101,1591,924,788,683,676,443,447,646,482,833,941,1102,589,539,233,184,39984,17639,,,,130733,21500,,41229,21595,0.5053,6847,6723,124,607,628.9139633,1045,353,18,6660,3113,3547
28900,Klamath Falls,"Klamath Falls, OR Micro Area",OR,5942.745508,58349,529,2583,677,63,1127,2982,2.38,46345,5838,13954,17565,5830,2309,491,358,168,2973,53385,28340,2426,25045,25596,27402,2157,1815,1968,1650,1975,1455,1735,1319,1344,2493,2422,3344,1629,809,761,526,43522,49191,33393,64728,,45667,39527,46480,43408,24296,0.4432,17484,15507,1977,750,772.0911474,3564,1535,16,13275,6205,7070
28940,Knoxville,"Knoxville, TN Metro Area",TN,3500.857536,778593,49381,2639,13030,398,7466,16992,2.46,600813,71118,188659,169826,103802,44748,11991,10669,1264,43012,709161,424553,23098,284608,401036,344901,24826,18985,18447,19280,19132,18336,16884,16181,13804,28900,33974,43203,27214,14944,16262,14529,52113,29569,41150,70539,,34850,32298,39470,54193,29562,0.4775,237953,222045,15908,801,776.9944272,42004,16358,24,128564,57502,71062
29020,Kokomo,"Kokomo, IN Metro Area",IN,293.0001776,72036,5968,447,1075,29,812,2020,2.35,57038,6351,20794,17783,7843,3486,634,147,171,3811,66064,39259,2299,26805,36898,34550,2656,1744,2043,1904,1545,2269,1712,1534,1627,2869,3465,4651,2823,1532,1317,859,50869,36482,48486,105160,,80991,50592,50489,52098,27297,0.4345,23617,21930,1687,699,699.7530413,3377,1301,20,12897,6046,6851
29060,Laconia,"Laconia, NH Micro Area",NH,401.8441228,58506,415,231,484,15,88,901,2.41,44796,3336,12773,14160,8858,4112,1158,399,87,2666,50699,32486,1511,18213,30946,24739,1155,747,1142,960,1009,1126,1163,973,1003,1849,2390,3800,2596,1687,1759,1380,68368,,38795,65481,,,70781,61000,68624,35382,0.4292,19027,18564,463,942,966.2640056,5329,2143,25,5169,2334,2835
29100,La Crosse-Onalaska,"La Crosse-Onalaska, WI-MN Metro Area",WI,1003.812676,125508,1896,439,5318,39,769,2544,2.36,88282,4792,23501,31083,18493,7219,1807,1387,97,8650,111908,75694,2828,36214,72768,55500,2355,2408,2484,2706,3052,2868,2860,2985,2906,4581,6165,7350,5099,2893,2569,2219,56098,31439,,56188,,47417,55530,31833,57060,31063,0.4405,36424,35220,1204,804,844.3331935,6411,2142,18,16278,6775,9503
29180,Lafayette,"Lafayette, LA Metro Area",LA,3408.433794,345515,120909,1050,8184,10,4041,9260,2.67,323023,54269,116816,78378,51992,15248,4015,2305,1417,24018,381104,239283,15957,141821,223228,180421,14972,10831,10586,10341,10752,8807,8172,7888,7165,12878,17191,20723,14158,9292,8674,7991,50486,28910,,66200,,36649,34146,43875,59880,27297,0.4791,124358,98843,25515,792,725.3732408,20038,8435,26,88704,37665,51039
29200,Lafayette-West Lafayette,"Lafayette-West Lafayette, IN Metro Area",IN,1277.54822,183351,9783,487,15436,84,4045,4769,2.51,124131,10763,34292,36330,24540,11854,1829,4523,242,17858,177302,113119,5339,64183,107600,80395,7138,3584,3721,4972,4061,4274,3566,3696,3845,7054,8842,9091,6258,4076,3464,2753,52034,25268,23548,26516,41790,49803,43833,48978,55118,26344,0.4602,46395,42396,3999,827,875.8205882,6524,2162,19,39032,19928,19104
29260,La Grande,"La Grande, OR Micro Area",OR,2036.919992,23961,190,342,277,322,194,742,2.41,17317,1332,5656,6042,2857,930,352,148,32,1401,20909,12105,780,8804,11322,10481,673,541,792,519,717,476,595,535,491,802,978,1539,717,377,317,412,48617,40400,70000,,51528,33333,53125,46932,48676,27425,0.4622,6714,6327,387,795,743.8545261,1443,567,17,4026,1628,2398
29300,LaGrange,"LaGrange, GA Micro Area",GA,414.0074904,40993,24934,134,1471,0,686,1556,2.74,45424,7783,15590,13662,5214,2272,561,342,352,3365,54233,32400,2550,21833,29824,24843,2599,1930,1699,1111,1467,1474,1216,1185,956,2238,2544,2379,1607,1048,800,590,43850,30330,,66184,,,31532,30814,55050,22348,0.4681,14232,10514,3718,825,773.5934408,3398,1466,23,13932,5838,8094
29340,Lake Charles,"Lake Charles, LA Metro Area",LA,2349.163947,146983,50174,721,2768,6,1835,4563,2.54,137004,18726,46537,42215,19857,7177,1619,873,482,9730,161068,99062,5584,62006,93357,80013,6058,4257,4901,5689,4215,4013,3786,3835,3576,5919,7214,8971,6340,3785,4261,3193,49566,33131,103550,58625,,34750,48972,36875,58076,27423,0.4649,54228,43726,10502,814,763.0095016,7781,3501,21,33898,14069,19829
29380,Lake City,"Lake City, FL Micro Area",FL,797.5503948,53246,12256,220,625,60,701,1997,2.57,47814,6365,17263,16742,4936,1705,511,292,598,2899,55717,28690,2711,27027,25965,24985,2092,1602,1367,1650,1563,1381,1753,1183,1002,1982,2753,2685,1750,820,800,602,44491,37435,19853,29231,,,30938,50347,47673,23901,0.4695,18328,15136,3192,827,757.6686195,3950,1626,25,11115,4909,6206
29420,Lake Havasu City-Kingman,"Lake Havasu City-Kingman, AZ Metro Area",AZ,13311.06693,186510,2262,4862,2512,509,4976,4433,2.37,155888,22957,54288,58539,13083,4744,1666,611,1095,7116,173770,78204,6954,95566,71244,85485,6336,5230,5807,5498,6182,5789,4439,5036,4167,8107,8412,9087,5176,2396,2136,1687,43266,27904,45000,55795,250001,43304,45057,45183,43045,24829,0.4451,58675,50869,7806,799,768.0380455,13041,5650,21,35296,16860,18436
29460,Lakeland-Winter Haven,"Lakeland-Winter Haven, FL Metro Area",FL,1797.160549,520186,101690,2189,11358,314,16184,16750,2.84,461771,70084,163614,135806,61054,23093,4796,3324,2183,30639,535543,294271,20204,241272,273691,231260,15597,11725,13336,13027,13551,13241,13317,14049,11207,21174,24432,27573,16482,8412,7562,6575,48500,36883,42434,66223,40694,42542,47965,42898,52346,23812,0.4423,158475,119556,38919,944,952.2923679,35053,15040,27,108755,48708,60047
29500,Lamesa,"Lamesa, TX Micro Area",TX,900.3059597,10054,815,159,6,0,1458,472,2.58,8277,2256,3029,1955,793,196,33,15,14,662,10238,5147,284,5091,4863,4322,394,322,470,345,203,170,122,142,345,268,335,441,330,189,106,140,44657,14625,,,,20357,53162,32604,55119,21543,0.5012,3080,1489,1591,624,543.1561997,572,302,18,2520,1106,1414
29540,Lancaster,"Lancaster, PA Metro Area",PA,943.8661924,476443,23028,875,11691,94,14778,11438,2.63,360878,54658,129235,79895,61732,26198,5405,3755,3916,24923,424544,281457,11213,143087,270060,199889,8158,6895,7661,8910,8938,9376,8834,9412,8373,17312,22934,29986,20502,12056,11390,9152,63823,39940,63661,70792,,35044,54124,40494,67228,30778,0.4274,135976,125143,10833,978,1008.245584,29236,10803,23,52452,22989,29463
29620,Lansing-East Lansing,"Lansing-East Lansing, MI Metro Area",MI,1697.748468,382916,41605,1720,22513,158,6677,21026,2.45,303875,20506,73522,105536,60380,28766,7118,8047,741,33001,389651,247199,15308,142452,231584,186011,13007,7883,8265,9700,8951,9257,8916,9391,7814,15070,20462,23881,16334,9671,9566,7843,56014,35113,26667,49540,,46221,39309,46525,60155,30044,0.4539,120416,105474,14942,850,878.1080875,21888,8456,21,73238,33059,40179
29660,Laramie,"Laramie, WY Micro Area",WY,4274.327066,34340,463,317,1166,10,547,1259,2.24,21095,848,3383,6333,5806,3028,520,1177,0,2828,32234,22152,960,10082,21168,16027,1557,1020,995,907,1186,874,507,675,821,1259,1397,1751,1349,654,685,390,46865,63229,,29565,,32083,52804,45511,47381,26665,0.4667,7971,6955,1016,762,789.2750745,1656,635,13,8114,4085,4029
29700,Laredo,"Laredo, TX Metro Area",TX,3361.477443,259619,1168,471,1361,33,7882,1519,3.65,149553,48935,39427,33642,19504,6168,1213,664,1087,17960,190483,112605,5864,77878,106666,73659,8833,5334,4516,4540,4089,4327,3391,3497,3253,5496,6258,7378,4855,3201,2498,2193,42293,71250,,95724,,38603,38250,41197,64474,17326,0.488,46017,2543,43474,818,803.9034802,12916,5265,22,80742,36433,44309
29740,Las Cruces,"Las Cruces, NM Metro Area",NM,3808.175593,189377,4087,2441,2276,61,13246,3850,2.71,129625,26731,29324,37946,21351,10431,1799,2043,677,13681,167514,97233,8052,70281,88450,77453,8281,5731,5998,6347,4506,4557,3960,3812,2888,5593,6815,6652,5264,2410,2574,2065,39164,34258,31311,43966,,29613,29665,32767,56019,21300,0.4929,47873,17744,30129,744,755.3346856,10609,4374,21,58023,26642,31381
29780,Las Vegas,"Las Vegas, NM Micro Area",NM,4721.514682,15503,376,370,375,59,10315,1036,2.34,19471,3658,5121,6274,2473,1492,158,295,4,2093,23439,10375,661,13064,9714,11292,1912,1182,704,822,706,778,738,378,527,871,885,716,397,293,256,127,31660,100727,,,,23477,23750,29295,42679,20285,0.5035,8041,1642,6399,657,540.9412488,2153,1148,22,7319,3416,3903
29820,Las Vegas-Henderson-Paradise,"Las Vegas-Henderson-Paradise, NV Metro Area",NM,7891.651106,1299138,245827,16590,205824,15846,246907,111442,2.76,1454973,208782,415643,483389,229999,81681,23615,11864,5604,96985,1692284,1088151,78287,604133,1003320,767954,50126,29970,33457,37352,38378,41343,38175,36931,33900,63023,82732,101607,66261,39334,39466,35899,56802,39720,42614,65567,58960,45277,56793,49251,64126,29256,0.4614,408047,250012,158035,1088,1120.973752,102125,40330,25,299169,138907,160262
29860,Laurel,"Laurel, MS Micro Area",MS,1371.050924,54411,28986,160,231,36,345,814,2.64,56133,9403,17886,17996,6363,3602,728,155,280,4470,66016,36551,2314,29465,34230,31464,2900,2701,2078,2407,2015,1672,1962,1395,1395,2094,2880,3612,1570,1128,877,778,39992,25214,,,,21847,,36250,51918,22659,0.4801,23776,17090,6686,667,543.3402706,3982,1452,24,18131,7530,10601
29900,Laurinburg,"Laurinburg, NC Micro Area",NC,319.1404933,15650,13764,4039,274,17,653,865,2.49,23674,4771,8063,7165,2320,914,259,182,104,1765,27985,13808,1727,14177,12081,13113,1914,1312,1052,808,760,619,629,607,559,1122,1156,1303,563,413,213,83,35617,21580,43578,47708,,,35694,53571,46436,18242,0.4639,8034,4585,3449,662,626.6981689,1649,770,22,9030,3880,5150
29940,Lawrence,"Lawrence, KS Metro Area",KS,455.7559464,98478,5047,2935,6229,27,1337,5266,2.39,68491,3066,12342,18581,17876,11012,2141,3473,214,9635,99472,69505,3085,29967,66273,46294,3768,2164,2437,2561,2407,2162,1658,2220,1807,3344,4833,5134,4376,2325,3005,2093,55832,40167,50625,31516,,34948,54290,41440,59755,30315,0.4714,24001,21525,2476,897,944.8481586,4623,1630,21,20749,10705,10044
29980,Lawrenceburg,"Lawrenceburg, TN Micro Area",TN,617.1259481,41010,746,119,229,49,137,647,2.63,28888,5045,12953,7286,2115,1059,365,65,176,1976,33430,17663,1532,15767,16131,16131,1476,1188,1182,1084,962,1066,774,911,931,1514,1502,1766,902,400,198,275,41553,31958,,250001,,,26304,50787,41696,20752,0.445,11955,11615,340,634,561.1111111,2116,810,27,8029,3257,4772
30020,Lawton,"Lawton, OK Metro Area",OK,1701.943923,82198,20785,6960,2964,648,2946,11989,2.66,81462,8588,26592,28299,10834,5371,1060,718,284,7620,101033,64228,4092,36805,51176,44822,3111,2362,2309,2403,2382,2429,2251,2252,2001,3818,4932,6062,4031,1830,1426,1223,52194,42293,32361,54722,63068,42337,40901,52669,55472,25985,0.4477,24949,18040,6909,825,827.3184723,4445,1710,17,18378,8000,10378
30060,Lebanon,"Lebanon, MO Micro Area",MO,764.7007971,33803,196,273,117,6,106,1006,2.53,24145,3964,9453,7182,2574,652,246,74,74,1503,27657,16191,1109,11466,15006,13866,927,971,815,1037,610,741,967,720,752,1213,1815,1848,700,208,390,152,46192,,,,,63848,24478,66184,46130,21577,0.4087,9508,9220,288,666,605.4153281,1665,552,21,5241,2415,2826
30140,Lebanon,"Lebanon, PA Metro Area",PA,361.8054879,120787,3335,91,1937,59,10046,2419,2.54,95065,12316,41988,21426,12247,5473,1046,569,470,6592,110484,71158,3768,39326,67157,53281,2292,2225,2258,2469,2517,2354,2458,2496,2561,5382,6368,8314,4697,2560,2673,1657,59114,41275,,60500,,39087,57449,39059,62712,28560,0.4034,37201,34755,2446,844,861.3743781,7484,2613,23,14073,6163,7910
30220,Levelland,"Levelland, TX Micro Area",TX,908.3918412,20710,785,154,74,17,830,592,2.82,14354,3447,3818,5082,1382,489,76,60,41,1535,17708,11161,783,6547,10373,7946,408,431,684,319,441,492,462,459,436,685,726,949,576,337,268,273,48116,22313,76250,,,35580,31042,42155,55500,23440,0.4407,5577,3611,1966,697,664.6264247,880,262,20,3496,1387,2109
30260,Lewisburg,"Lewisburg, PA Micro Area",PA,315.9564662,39188,2882,323,746,26,1038,911,2.42,30538,4159,11856,6723,4122,2419,445,814,475,3572,38167,19003,699,19164,18296,14739,740,767,728,779,776,626,800,482,783,1305,1588,1846,1309,744,771,695,56026,,,155806,,,,,56617,25606,0.4501,10613,10300,313,743,750.5089675,1916,645,22,4059,1801,2258
30280,Lewisburg,"Lewisburg, TN Micro Area",TN,375.4620886,28913,2373,7,103,0,346,527,2.58,22158,3363,9354,6262,2230,597,263,89,50,1635,25612,15257,949,10355,14297,12335,787,493,611,882,789,531,826,823,490,1200,1474,1464,970,344,386,265,49370,32153,,,,,50208,42238,51156,24876,0.4216,8726,7965,761,726,697.5893599,1563,763,31,4661,1887,2774
30300,Lewiston,"Lewiston, ID-WA Metro Area",ID,1484.402121,56752,202,2743,516,76,286,1917,2.4,43929,3768,13681,17097,6748,1784,521,330,296,2703,50734,30168,1633,20566,28535,25473,1524,1284,1393,1240,1321,1669,1286,1314,1102,2193,2823,3515,2101,871,1241,596,52056,153229,36518,,,,31613,43649,53006,27804,0.4202,17947,16860,1087,734,747.103375,2994,1044,16,8545,3716,4829
30340,Lewiston-Auburn,"Lewiston-Auburn, ME Metro Area",ME,467.9389341,98333,2260,249,812,4,224,5562,2.29,74517,7241,27228,23508,11027,3730,1089,694,234,5118,86464,56687,2605,29777,54039,45491,2954,2664,2952,2045,1978,2512,2639,2480,1885,3924,4853,5882,3704,2275,1798,946,51412,26995,,78452,,56477,38175,39219,52388,27231,0.4252,29272,28395,877,751,737.3327579,6572,2155,24,13770,6216,7554
30380,Lewistown,"Lewistown, PA Micro Area",PA,411.0452404,44917,367,73,88,26,229,662,2.39,32456,4801,16810,6795,2853,922,184,91,340,1928,37231,21871,787,15360,21081,19094,947,1065,1279,1207,1183,1385,1148,860,956,1839,2067,2394,1332,770,376,286,47526,,,,,,47623,34286,47761,24407,0.4144,13437,13244,193,665,617.3767014,2551,1062,24,6574,2894,3680
30420,Lexington,"Lexington, NE Micro Area",NE,1471.24366,23030,1477,188,91,19,780,234,2.58,16834,3449,5438,5150,1956,607,170,64,114,1305,19760,13810,504,5950,13295,9874,423,313,566,530,609,679,443,500,460,824,1245,1268,881,605,293,235,54909,40122,41346,,,33917,36731,50916,59351,26303,0.4151,6735,5033,1702,732,692.0038229,1110,415,16,3179,1353,1826
30460,Lexington-Fayette,"Lexington-Fayette, KY Metro Area",KY,1469.910378,410378,54830,1182,13287,184,11427,15498,2.44,332567,34449,81255,94611,70657,33648,10251,7696,758,27252,406426,271358,14441,135068,256541,200538,13709,10202,9426,9806,9941,10491,9239,9147,7839,15498,20712,25428,16443,11126,10734,10797,56385,32384,42941,63153,69792,37835,40210,39899,62268,31827,0.4798,117905,104583,13322,840,846.6992606,20194,7710,22,82125,36401,45724
30580,Liberal,"Liberal, KS Micro Area",KS,639.6529158,13044,1173,160,656,0,6951,708,3.03,13090,4164,4008,3459,1087,288,66,18,35,1378,16088,11328,595,4760,10733,7315,530,349,258,382,428,469,449,620,491,596,743,834,560,239,229,138,47025,,85294,83036,,44925,58906,43380,49913,20352,0.4103,5008,2321,2687,743,731.8595579,1129,442,16,3687,1712,1975
30620,Lima,"Lima, OH Metro Area",OH,402.503746,85951,12213,260,766,0,919,3533,2.46,69189,7192,26653,22997,7231,3657,930,529,214,5620,82330,51512,3070,30818,48430,40537,3015,2374,2350,2573,1951,2069,2116,2102,1564,3732,4793,4974,3089,1526,1401,908,50552,25186,44327,90250,,,31030,42667,54560,25662,0.4417,26952,24555,2397,687,710.2024291,4319,1503,19,14795,6997,7798
30660,Lincoln,"Lincoln, IL Micro Area",IL,618.070632,25806,1849,44,218,2,299,989,2.3,20445,2264,7157,6862,2956,918,133,155,46,1588,24259,13201,744,11058,12456,10872,486,451,441,466,506,636,643,402,527,1015,1424,1520,922,602,505,326,57899,40833,54750,60167,,,31216,61154,58796,27187,0.4073,7909,7679,230,680,672.156598,1008,395,21,2143,915,1228
30700,Lincoln,"Lincoln, NE Metro Area",NE,1408.996131,284422,12581,1803,13314,215,4134,10752,2.42,202547,13138,44935,66970,49526,18461,4408,5109,227,19923,259535,185164,6169,74371,178503,129242,6673,5229,6163,5955,7109,6207,6151,6137,5654,10822,13690,16782,12568,8073,6439,5590,58478,32168,48000,53611,,33950,35313,46416,61630,30917,0.4397,78366,72481,5885,819,860.5452473,12717,4233,19,40128,18421,21707
30780,Little Rock-North Little Rock-Conway,"Little Rock-North Little Rock-Conway, AR Metro Area",AR,4084.677829,519364,170821,2373,12169,480,10973,18322,2.55,489580,47344,143256,151764,92067,37352,10311,7486,1787,36049,579390,362707,17400,216683,341751,282138,20315,14225,13085,15715,15228,15095,14207,14142,12193,22867,27783,33761,23477,14475,13227,12343,53008,35496,48000,71265,,33011,46810,44462,60632,29397,0.4703,180483,143525,36958,826,828.5809847,32324,13553,23,108611,48250,60361
30820,Lock Haven,"Lock Haven, PA Micro Area",PA,887.9841976,37595,637,80,298,11,72,381,2.53,25257,2847,11492,6125,3105,1255,176,257,293,2363,31956,18945,1069,13011,17867,14744,1241,647,736,870,807,880,682,951,668,1291,1595,1852,1209,616,519,180,49234,31849,8750,150398,,,26894,33042,49719,23780,0.4125,10238,10046,192,724,693.2978251,1975,754,23,6491,2920,3571
30860,Logan,"Logan, UT-ID Metro Area",UT,1827.749824,123101,993,649,2504,488,4729,3151,3.17,69341,4921,15354,24431,16499,5451,869,1816,193,9914,98026,66769,1806,31257,64875,41939,1999,1781,1625,2118,2420,1993,2197,2227,2098,3553,5133,6023,3703,2058,1734,1277,56800,26959,40000,43305,29310,48217,46111,43258,59811,22637,0.421,27041,24562,2479,766,841.3948181,4967,1503,18,19677,9623,10054
30880,Logan,"Logan, WV Micro Area",WV,453.7515757,32644,578,129,34,6,24,386,2.4,24403,4830,10716,6424,1377,764,235,57,49,1433,27660,11936,1580,15724,10356,13875,1925,905,1092,691,1031,978,534,655,450,1220,1224,1470,795,428,272,205,38123,50163,33508,42500,,,32446,24391,38499,21672,0.4772,10182,9791,391,646,479.9079339,1484,710,27,7732,3468,4264
30900,Logansport,"Logansport, IN Micro Area",IN,412.1551142,31935,463,187,667,6,4011,815,2.52,25948,4098,9931,8303,2466,947,70,133,168,1922,30358,18199,1101,12159,17098,14666,842,728,950,1031,876,989,807,734,761,1359,1762,1542,1321,367,423,174,47545,45179,88750,100526,,40208,29063,39144,47730,23918,0.4185,10902,9809,1093,654,594.0488842,1629,665,21,5413,2574,2839
30940,London,"London, KY Micro Area",KY,1258.122277,123743,1312,557,347,20,209,1548,2.62,85475,18309,33381,21050,6856,4320,1078,481,292,6645,100908,50215,3982,50693,46066,47495,6738,4176,3408,3226,3145,2762,2282,2338,2087,3587,4541,4120,2205,1310,707,863,35604,20859,18924,,,,26359,62885,36020,19632,0.488,32351,31380,971,615,520.9389857,6265,2671,21,33039,14643,18396
30980,Longview,"Longview, TX Metro Area",TX,1780.396919,169168,37664,849,2194,143,3062,4778,2.68,143750,24450,43752,49021,18311,6326,1255,635,672,11241,169799,98961,5573,70838,93338,77528,5559,4089,4302,4308,4449,4229,3980,3727,4160,6019,8280,8945,6360,3338,3202,2581,49958,31986,41161,56848,,47614,43882,41997,57888,25336,0.4549,51735,38799,12936,820,799.1509324,8592,3398,23,32569,13716,18853
31020,Longview,"Longview, WA Metro Area",WA,1140.598854,93938,844,1561,1293,306,1716,5454,2.51,72862,8381,22381,30004,7409,3629,582,476,300,4646,83678,47440,3701,36238,43701,41397,2954,1892,2209,2463,2443,2100,2118,1951,1759,3156,4632,5324,3387,1762,2050,1197,51752,45775,34408,55265,,38438,43342,34236,54293,27264,0.4401,27338,25274,2064,817,847.8839178,6339,2425,25,16610,7557,9053
31060,Los Alamos,"Los Alamos, NM Micro Area",NM,109.2001229,15686,36,201,996,0,567,870,2.41,13051,283,1289,2803,3560,2507,162,2447,66,888,14644,9872,341,4772,9516,7567,282,171,118,87,144,86,123,150,197,331,476,1094,1005,773,1233,1297,115248,,107273,112600,,80000,120656,92404,118021,56410,0.3941,5611,4554,1057,1037,1069.222904,456,219,16,959,421,538
31080,Los Angeles-Long Beach-Anaheim,"Los Angeles-Long Beach-Anaheim, CA Metro Area",CA,4850.974976,7137761,878719,84993,2105640,37371,2491781,525969,3.01,8997001,1781058,1785340,2395484,1970261,719515,220713,124630,19919,678919,10653248,6894466,441609,3758782,6447737,4338482,236090,199057,173747,185952,172303,176179,162546,171276,148306,295600,396094,529224,402670,287098,347276,455064,69138,47469,56849,79224,73335,51569,74095,54633,88165,34168,0.4964,2106898,998391,1108507,1463,1535.047706,738093,330549,30,1949459,884572,1064887
31140,Louisville/Jefferson County,"Louisville/Jefferson County, KY-IN Metro Area",KY,3578.794181,1028556,183864,2474,25639,600,12065,32072,2.51,883501,93083,265392,272293,151104,73705,18268,9656,2576,60538,1025946,668306,36599,357640,630924,501246,31542,22659,24740,24218,24652,24060,23819,24523,21880,41566,51936,64211,42634,26670,26873,25263,56638,35137,52140,67949,35179,46024,50119,46837,61840,31216,0.462,335970,294173,41797,821,816.3357051,60633,22888,24,164616,72359,92257
31180,Lubbock,"Lubbock, TX Metro Area",TX,2687.669274,254801,22280,3330,6635,190,17260,8627,2.59,185015,27031,49080,56174,33274,13324,2837,3295,754,21172,245152,159516,6849,85636,152436,116362,10621,5827,6194,6441,6397,6131,6014,4863,5695,9356,10866,13995,8697,5412,4786,5067,49998,33634,38075,51383,61034,40528,47112,39927,58442,26907,0.4855,64869,44426,20443,907,944.6798594,12368,4612,17,57007,26634,30373
31220,Ludington,"Ludington, MI Micro Area",MI,494.9720663,27449,277,221,186,0,120,631,2.34,20827,1587,6975,7435,2949,1442,234,205,95,1190,23640,13419,814,10221,12582,12115,611,830,695,753,630,757,722,527,576,1073,1345,1603,879,424,316,374,49663,,34844,18103,,,40481,60380,50019,28812,0.4694,9474,9106,368,716,702.6505112,2301,795,17,4299,1882,2417
31260,Lufkin,"Lufkin, TX Micro Area",TX,797.7819326,69372,12962,599,1007,5,2421,1241,2.75,57243,10826,18265,18808,6455,2186,469,234,134,4653,67561,38913,3085,28648,35779,30783,2572,1674,1977,2116,2110,1572,1339,1335,1397,2926,2871,4013,2307,950,985,639,47714,28966,50346,83462,,42479,48068,42155,53122,22322,0.4495,20440,15243,5197,805,767.0985207,3291,1413,19,15533,6849,8684
31300,Lumberton,"Lumberton, NC Micro Area",NC,947.2768399,38137,32092,52630,831,20,6748,2984,2.83,85658,19647,29092,25599,7772,2842,438,268,422,8057,103637,52264,4240,51373,47923,45969,6354,4377,3532,3285,3053,3075,2570,2400,1727,3131,4028,3926,2184,905,815,607,33679,25971,33817,45662,,32027,46250,31752,41601,17881,0.4891,29877,9990,19887,626,543.1394482,6522,2815,24,36504,16375,20129
31340,Lynchburg,"Lynchburg, VA Metro Area",VA,2120.444382,203580,44812,459,3898,70,1614,6235,2.47,174249,21335,53369,52334,29045,13475,2218,2473,393,16457,215207,127975,6176,87232,121669,100371,6837,5278,4959,5310,5899,5694,4754,5043,4464,8237,10778,13457,8431,4371,3732,3127,52076,33496,55357,41069,,23819,41627,51323,57136,27042,0.4455,70778,60213,10565,814,792.4914676,12000,4547,24,35068,15821,19247
